Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Journey_year,hours,minutes,Arrival_hour,Arrival_min,duration_mins,duration_hours
Jet Airways,Banglore,New Delhi,1.0,13817,12,3,2019,21,25,11,25,0,14
Jet Airways,Kolkata,Banglore,1.0,13626,12,6,2019,16,30,23,35,5,7
Jet Airways,Kolkata,Banglore,1.0,9314,1,5,2019,9,35,14,25,50,28
Air India,Delhi,Cochin,0.0,6934,18,5,2019,5,10,8,0,50,2
Air India,Kolkata,Banglore,1.0,10203,6,5,2019,20,30,20,25,55,23
Air India,Chennai,Kolkata,0.0,4405,24,3,2019,11,40,13,55,15,2
Air India,Mumbai,Hyderabad,0.0,3100,12,6,2019,21,5,22,25,20,1
Jet Airways,Kolkata,Banglore,1.0,14571,6,6,2019,8,25,20,45,20,12
Multiple carriers,Delhi,Cochin,1.0,7530,9,6,2019,19,0,1,30,30,6
Jet Airways,Delhi,Cochin,1.0,10262,15,6,2019,19,15,19,0,45,23
Jet Airways,Kolkata,Banglore,1.0,14571,9,6,2019,6,30,19,50,20,13
Air India,Chennai,Kolkata,0.0,4667,15,5,2019,11,40,13,55,15,2
IndiGo,Delhi,Cochin,0.0,6015,21,4,2019,5,35,8,50,15,3
SpiceJet,Kolkata,Banglore,0.0,3873,3,5,2019,22,20,0,40,20,2
Air India,Kolkata,Banglore,1.0,7662,9,6,2019,9,50,21,5,15,11
IndiGo,Mumbai,Hyderabad,0.0,2754,21,5,2019,2,35,4,5,30,1
Vistara,Banglore,Delhi,0.0,5613,15,4,2019,19,30,22,15,45,2
Air India,Delhi,Cochin,2.0,13748,3,3,2019,5,55,19,15,20,37
Air India,Delhi,Cochin,2.0,10756,9,6,2019,5,0,7,40,40,26
IndiGo,Delhi,Cochin,1.0,6027,9,5,2019,17,5,22,25,20,5
Vistara,Kolkata,Banglore,1.0,8820,12,5,2019,7,10,18,50,40,11
Jet Airways,Delhi,Cochin,1.0,10262,9,6,2019,2,15,4,25,10,26
GoAir,Banglore,Delhi,0.0,3898,21,6,2019,20,55,23,40,45,2
Jet Airways,Delhi,Cochin,1.0,16079,21,5,2019,20,55,4,25,30,7
IndiGo,Delhi,Cochin,1.0,10208,21,3,2019,6,40,13,20,40,6
IndiGo,Kolkata,Banglore,0.0,4804,24,6,2019,9,35,12,20,45,2
IndiGo,Chennai,Kolkata,0.0,3540,6,6,2019,5,15,7,40,25,2
Multiple carriers,Delhi,Cochin,1.0,6513,9,6,2019,7,10,22,30,20,15
Jet Airways,Delhi,Cochin,1.0,11848,9,3,2019,17,25,4,25,0,11
Jet Airways,Banglore,New Delhi,0.0,8016,24,3,2019,19,55,22,35,40,2
SpiceJet,Mumbai,Hyderabad,0.0,2647,15,3,2019,22,45,0,10,25,1
SpiceJet,Banglore,New Delhi,0.0,5469,15,3,2019,5,45,8,35,50,2
Jet Airways,Kolkata,Banglore,1.0,14231,24,3,2019,13,55,10,5,10,20
IndiGo,Banglore,New Delhi,0.0,5694,24,3,2019,21,20,0,15,55,2
Vistara,Delhi,Cochin,0.0,6216,15,4,2019,6,0,9,10,10,3
SpiceJet,Kolkata,Banglore,0.0,3841,6,4,2019,14,55,17,25,30,2
Jet Airways,Delhi,Cochin,0.0,9564,9,5,2019,11,0,14,15,15,3
Multiple carriers,Delhi,Cochin,1.0,12192,12,6,2019,10,0,19,0,0,9
Jet Airways,Delhi,Cochin,2.0,16704,27,5,2019,23,5,4,25,20,29
Jet Airways,Banglore,Delhi,0.0,7229,27,6,2019,17,45,20,45,0,3
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,2019,20,0,12,0,0,16
Air India,Delhi,Cochin,0.0,5201,9,5,2019,5,10,8,0,50,2
Multiple carriers,Delhi,Cochin,1.0,12717,27,5,2019,7,5,19,15,10,12
Air India,Chennai,Kolkata,0.0,4667,12,6,2019,11,40,13,55,15,2
IndiGo,Banglore,Delhi,0.0,3943,3,6,2019,6,5,8,50,45,2
SpiceJet,Kolkata,Banglore,0.0,3847,15,3,2019,22,20,0,40,20,2
Jet Airways,Mumbai,Hyderabad,0.0,2071,15,3,2019,2,55,4,25,30,1
Air Asia,Kolkata,Banglore,1.0,5162,9,5,2019,19,55,23,30,35,3
Jet Airways,Banglore,New Delhi,1.0,17524,15,3,2019,7,0,12,15,15,5
Multiple carriers Premium economy,Delhi,Cochin,1.0,13369,21,3,2019,6,0,12,35,35,6
Jet Airways,Delhi,Cochin,1.0,15554,9,5,2019,21,50,19,0,10,21
Air Asia,Kolkata,Banglore,0.0,4107,21,5,2019,22,50,1,20,30,2
Jet Airways,Delhi,Cochin,1.0,12373,9,5,2019,11,30,4,25,55,16
IndiGo,Banglore,Delhi,0.0,3943,18,6,2019,21,15,0,15,0,3
Jet Airways,Kolkata,Banglore,1.0,10844,24,5,2019,18,55,16,20,25,21
IndiGo,Banglore,New Delhi,0.0,6860,9,3,2019,18,55,21,45,50,2
Multiple carriers,Delhi,Cochin,1.0,6953,27,3,2019,11,40,19,15,35,7
Jet Airways,Banglore,Delhi,0.0,7229,9,6,2019,17,45,20,45,0,3
IndiGo,Kolkata,Banglore,0.0,4804,12,6,2019,14,25,16,55,30,2
Jet Airways,Delhi,Cochin,1.0,16079,21,5,2019,19,45,4,25,40,8
Jet Airways,Delhi,Cochin,2.0,14237,15,6,2019,18,25,4,25,0,10
Multiple carriers,Delhi,Cochin,1.0,10877,6,6,2019,10,35,19,0,25,8
Jet Airways,Banglore,New Delhi,0.0,18308,1,3,2019,19,55,22,35,40,2
Air India,Banglore,New Delhi,2.0,9796,15,3,2019,5,50,22,10,20,16
Jet Airways,Banglore,New Delhi,1.0,13555,18,3,2019,16,55,7,40,45,14
Multiple carriers,Delhi,Cochin,1.0,6795,15,6,2019,11,40,1,30,50,13
IndiGo,Banglore,New Delhi,1.0,7166,21,3,2019,13,40,18,35,55,4
Multiple carriers,Delhi,Cochin,2.0,15965,15,6,2019,15,5,1,30,25,10
Jet Airways,Kolkata,Banglore,1.0,14151,24,5,2019,9,35,21,5,30,11
GoAir,Kolkata,Banglore,1.0,6945,15,5,2019,23,30,7,45,15,8
Jet Airways,Kolkata,Banglore,1.0,9663,24,5,2019,14,5,9,20,15,19
Jet Airways,Kolkata,Banglore,1.0,12681,1,4,2019,16,30,19,50,20,27
Air India,Kolkata,Banglore,0.0,4880,12,5,2019,20,45,23,20,35,2
IndiGo,Kolkata,Banglore,0.0,4804,21,5,2019,21,25,0,5,40,2
Multiple carriers,Delhi,Cochin,1.0,12192,9,6,2019,9,0,19,0,0,10
IndiGo,Banglore,Delhi,0.0,4823,24,6,2019,18,15,21,20,5,3
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,2019,14,5,20,45,40,6
Air India,Kolkata,Banglore,2.0,12797,24,5,2019,9,25,10,30,5,25
Jet Airways,Delhi,Cochin,2.0,15129,21,5,2019,5,30,4,25,55,22
Jet Airways,Banglore,New Delhi,1.0,54826,18,3,2019,22,50,5,5,15,6
Multiple carriers,Delhi,Cochin,1.0,10877,24,6,2019,7,30,19,0,30,11
Air Asia,Banglore,Delhi,0.0,3383,6,5,2019,11,10,13,55,45,2
Jet Airways,Delhi,Cochin,2.0,15129,27,5,2019,5,30,19,0,30,13
Jet Airways,Delhi,Cochin,2.0,11733,6,6,2019,9,40,12,35,55,26
Jet Airways,Banglore,Delhi,0.0,4544,9,4,2019,11,10,14,5,55,2
Air India,Delhi,Cochin,1.0,8907,15,6,2019,9,45,23,0,15,13
Air India,Kolkata,Banglore,2.0,12352,24,3,2019,9,25,5,35,10,20
IndiGo,Chennai,Kolkata,0.0,3597,12,5,2019,13,15,15,35,20,2
Jet Airways,Delhi,Cochin,1.0,14714,3,6,2019,16,0,12,35,35,20
Jet Airways,Kolkata,Banglore,1.0,7757,9,5,2019,14,5,8,15,10,18
Jet Airways,Delhi,Cochin,1.0,17024,6,3,2019,2,15,18,50,35,16
Multiple carriers,Delhi,Cochin,2.0,18275,12,6,2019,17,50,1,30,40,7
Air India,Delhi,Cochin,2.0,11543,21,5,2019,5,55,7,40,45,25
Air India,Delhi,Cochin,1.0,7480,1,6,2019,20,40,9,25,45,12
IndiGo,Kolkata,Banglore,0.0,4174,15,4,2019,9,35,12,20,45,2
Jet Airways,Banglore,Delhi,0.0,7229,3,4,2019,17,45,20,45,0,3
Air India,Chennai,Kolkata,0.0,4667,9,5,2019,11,40,13,55,15,2
Multiple carriers,Delhi,Cochin,1.0,17057,3,3,2019,2,15,13,20,5,11
Multiple carriers,Delhi,Cochin,1.0,9646,12,6,2019,7,5,16,10,5,9
Jet Airways,Delhi,Cochin,1.0,10262,3,6,2019,19,45,4,25,40,8
Jet Airways,Kolkata,Banglore,1.0,13364,1,4,2019,21,10,9,20,10,12
Air India,Delhi,Cochin,2.0,10178,27,3,2019,13,20,7,40,20,18
Jet Airways,Kolkata,Banglore,1.0,10844,24,5,2019,20,0,9,20,20,13
Air India,Kolkata,Banglore,2.0,7662,6,5,2019,5,50,13,15,25,7
Air India,Banglore,New Delhi,1.0,13439,1,3,2019,5,50,9,15,25,27
SpiceJet,Kolkata,Banglore,0.0,3873,15,4,2019,6,55,9,30,35,2
IndiGo,Banglore,Delhi,0.0,4823,27,4,2019,7,10,10,5,55,2
Jet Airways,Delhi,Cochin,2.0,13014,9,6,2019,9,40,12,35,55,26
Multiple carriers,Delhi,Cochin,1.0,9103,21,5,2019,4,55,12,35,40,7
Multiple carriers,Delhi,Cochin,1.0,17057,3,3,2019,8,0,15,30,30,7
Jet Airways,Banglore,New Delhi,1.0,13817,12,3,2019,18,55,7,40,45,12
Multiple carriers,Delhi,Cochin,1.0,7005,15,6,2019,6,0,21,0,0,15
SpiceJet,Delhi,Cochin,1.0,4414,27,3,2019,8,45,13,15,30,4
IndiGo,Delhi,Cochin,1.0,6162,24,4,2019,4,55,21,0,5,16
SpiceJet,Chennai,Kolkata,0.0,3859,24,6,2019,9,45,12,0,15,2
IndiGo,Banglore,Delhi,0.0,3943,27,5,2019,10,10,13,0,50,2
Jet Airways,Delhi,Cochin,2.0,13882,9,6,2019,9,25,4,25,0,19
IndiGo,Kolkata,Banglore,0.0,4488,1,4,2019,20,20,22,55,35,2
Jet Airways,Kolkata,Banglore,1.0,14151,9,6,2019,20,25,9,45,20,13
Multiple carriers,Delhi,Cochin,1.0,8614,15,6,2019,7,30,19,15,45,11
Air India,Delhi,Cochin,1.0,8372,15,6,2019,21,0,7,40,40,10
SpiceJet,Banglore,Delhi,0.0,3971,1,4,2019,9,30,12,20,50,2
Air Asia,Delhi,Cochin,1.0,8759,3,6,2019,7,55,22,25,30,14
Jet Airways,Kolkata,Banglore,1.0,10844,15,5,2019,16,30,12,0,30,19
Air India,Delhi,Cochin,1.0,7384,15,6,2019,17,40,23,0,20,5
Jet Airways,Delhi,Cochin,2.0,13292,9,6,2019,5,30,4,25,55,22
Jet Airways,Kolkata,Banglore,1.0,13941,9,5,2019,6,30,16,20,50,9
GoAir,Kolkata,Banglore,1.0,8777,9,5,2019,16,40,0,15,35,7
Jet Airways,Kolkata,Banglore,1.0,14781,21,5,2019,16,30,22,35,5,6
Jet Airways,Kolkata,Banglore,1.0,14571,9,6,2019,6,30,16,20,50,9
Jet Airways,Mumbai,Hyderabad,0.0,8040,3,6,2019,7,5,8,30,25,1
Jet Airways,Banglore,Delhi,0.0,4544,3,4,2019,15,15,18,10,55,2
Vistara,Kolkata,Banglore,1.0,9870,24,5,2019,17,0,18,50,50,25
Jet Airways,Delhi,Cochin,1.0,15554,9,5,2019,9,0,19,0,0,10
IndiGo,Kolkata,Banglore,1.0,4860,24,4,2019,19,35,0,10,35,4
IndiGo,Banglore,Delhi,0.0,3419,24,4,2019,0,30,3,25,55,2
IndiGo,Delhi,Cochin,0.0,5601,15,6,2019,5,35,8,50,15,3
Air India,Kolkata,Banglore,2.0,14120,6,5,2019,16,45,12,0,15,19
Air India,Banglore,New Delhi,0.0,15676,1,3,2019,6,10,8,55,45,2
Jet Airways,Delhi,Cochin,1.0,15554,18,5,2019,2,15,19,0,45,16
IndiGo,Kolkata,Banglore,0.0,4804,24,4,2019,15,15,17,45,30,2
IndiGo,Banglore,New Delhi,0.0,4777,21,3,2019,10,10,13,0,50,2
Jet Airways,Banglore,New Delhi,1.0,25735,1,3,2019,11,40,11,25,45,23
Air India,Banglore,New Delhi,1.0,11444,3,3,2019,11,5,22,45,40,11
SpiceJet,Mumbai,Hyderabad,0.0,2227,3,5,2019,22,45,0,15,30,1
Jet Airways,Kolkata,Banglore,1.0,13941,9,5,2019,18,55,10,5,10,15
IndiGo,Delhi,Cochin,0.0,6015,3,6,2019,14,25,17,40,15,3
IndiGo,Banglore,Delhi,0.0,4077,21,6,2019,23,30,2,20,50,2
Jet Airways,Delhi,Cochin,2.0,13882,24,6,2019,9,25,12,35,10,27
Jet Airways,Kolkata,Banglore,1.0,12384,1,5,2019,9,35,21,5,30,11
Multiple carriers,Delhi,Cochin,1.0,7618,3,6,2019,7,0,21,0,0,14
Jet Airways,Delhi,Cochin,2.0,13292,3,6,2019,21,25,19,0,35,21
Jet Airways,Delhi,Cochin,2.0,13764,27,6,2019,19,30,12,35,5,17
Air Asia,Kolkata,Banglore,0.0,5645,9,6,2019,10,20,12,55,35,2
IndiGo,Delhi,Cochin,1.0,6442,15,6,2019,8,35,22,30,55,13
Jet Airways,Kolkata,Banglore,1.0,14151,18,5,2019,17,0,23,35,35,6
IndiGo,Mumbai,Hyderabad,0.0,3175,1,4,2019,16,55,18,25,30,1
Multiple carriers,Delhi,Cochin,1.0,10197,18,5,2019,8,0,19,0,0,11
GoAir,Banglore,Delhi,0.0,3898,24,4,2019,11,40,14,30,50,2
Air India,Delhi,Cochin,2.0,13591,27,6,2019,20,15,19,15,0,23
Jet Airways,Kolkata,Banglore,1.0,9663,1,5,2019,20,0,9,20,20,13
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,2019,14,5,19,10,5,5
Jet Airways,Delhi,Cochin,2.0,10199,24,6,2019,21,25,12,35,10,15
Multiple carriers,Delhi,Cochin,1.0,12537,9,4,2019,13,0,21,0,0,8
IndiGo,Kolkata,Banglore,0.0,4804,24,5,2019,15,30,18,5,35,2
SpiceJet,Banglore,Delhi,0.0,4319,15,5,2019,9,30,12,20,50,2
Jet Airways,Delhi,Cochin,2.0,13014,24,6,2019,5,30,19,0,30,13
Jet Airways,Kolkata,Banglore,1.0,8586,24,5,2019,18,55,8,15,20,13
IndiGo,Delhi,Cochin,0.0,6015,18,5,2019,5,35,8,50,15,3
Jet Airways,Banglore,Delhi,0.0,8016,12,6,2019,15,15,18,10,55,2
Vistara,Kolkata,Banglore,1.0,9187,24,5,2019,20,20,10,45,25,14
IndiGo,Mumbai,Hyderabad,0.0,2227,24,3,2019,20,5,21,35,30,1
IndiGo,Kolkata,Banglore,1.0,6218,15,5,2019,18,5,23,30,25,5
IndiGo,Delhi,Cochin,1.0,7189,15,5,2019,21,50,3,35,45,5
Jet Airways,Delhi,Cochin,1.0,17024,6,3,2019,22,20,19,45,25,21
Vistara,Banglore,Delhi,0.0,5613,27,4,2019,17,0,19,35,35,2
IndiGo,Chennai,Kolkata,0.0,3597,9,5,2019,19,35,21,55,20,2
Jet Airways,Banglore,New Delhi,1.0,31825,1,3,2019,22,50,9,30,40,10
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,2019,14,5,16,20,15,26
Vistara,Delhi,Cochin,0.0,8001,3,3,2019,6,0,9,10,10,3
Jet Airways,Mumbai,Hyderabad,0.0,3210,18,6,2019,19,35,21,5,30,1
Jet Airways,Delhi,Cochin,2.0,13376,24,6,2019,14,35,4,25,50,13
Air India,Banglore,Delhi,0.0,5228,21,6,2019,21,5,23,55,50,2
IndiGo,Delhi,Cochin,1.0,6412,24,6,2019,16,10,22,30,20,6
Jet Airways,Banglore,Delhi,0.0,8016,21,6,2019,15,15,18,10,55,2
SpiceJet,Delhi,Cochin,1.0,5409,3,6,2019,17,55,22,50,55,4
GoAir,Banglore,Delhi,0.0,3419,12,5,2019,20,55,23,40,45,2
Multiple carriers,Delhi,Cochin,1.0,9646,3,6,2019,9,45,16,10,25,6
Multiple carriers,Delhi,Cochin,1.0,9103,15,5,2019,10,35,19,0,25,8
Multiple carriers,Delhi,Cochin,1.0,9021,9,5,2019,17,45,1,30,45,7
IndiGo,Delhi,Cochin,1.0,5684,27,6,2019,10,35,1,30,55,14
IndiGo,Mumbai,Hyderabad,0.0,16000,1,3,2019,2,30,4,0,30,1
IndiGo,Banglore,New Delhi,1.0,6114,15,3,2019,7,30,12,20,50,4
IndiGo,Banglore,Delhi,0.0,3419,27,5,2019,0,30,3,25,55,2
Air India,Banglore,Delhi,0.0,5228,6,5,2019,17,0,19,45,45,2
Multiple carriers,Delhi,Cochin,1.0,7933,1,6,2019,13,0,21,0,0,8
Jet Airways,Banglore,New Delhi,1.0,12284,18,3,2019,7,0,13,15,15,6
SpiceJet,Kolkata,Banglore,0.0,4174,1,6,2019,17,10,19,40,30,2
SpiceJet,Mumbai,Hyderabad,0.0,2227,18,5,2019,13,15,14,45,30,1
Jet Airways,Delhi,Cochin,2.0,14657,9,5,2019,9,35,12,35,0,27
Jet Airways,Kolkata,Banglore,1.0,13067,9,5,2019,9,35,21,5,30,11
IndiGo,Kolkata,Banglore,0.0,4804,3,6,2019,15,15,17,45,30,2
IndiGo,Delhi,Cochin,1.0,7074,21,4,2019,5,10,10,5,55,4
Jet Airways,Delhi,Cochin,1.0,14924,24,6,2019,7,5,12,35,30,5
IndiGo,Banglore,New Delhi,0.0,8855,15,3,2019,18,25,21,20,55,2
Air India,Delhi,Cochin,2.0,13039,27,6,2019,17,15,7,40,25,14
Jet Airways,Mumbai,Hyderabad,0.0,4050,3,6,2019,2,55,4,20,25,1
Vistara,Banglore,New Delhi,0.0,7450,9,3,2019,19,40,22,20,40,2
Air India,Kolkata,Banglore,0.0,5747,12,3,2019,14,15,16,45,30,2
Air India,Delhi,Cochin,2.0,13381,21,5,2019,20,15,19,15,0,23
Jet Airways,Banglore,New Delhi,1.0,13817,12,3,2019,22,55,10,25,30,11
IndiGo,Delhi,Cochin,1.0,6979,15,5,2019,17,10,1,30,20,8
IndiGo,Banglore,New Delhi,0.0,8033,15,3,2019,21,20,0,15,55,2
Jet Airways,Banglore,Delhi,0.0,5769,24,6,2019,11,10,14,5,55,2
IndiGo,Banglore,Delhi,0.0,4823,27,4,2019,18,25,21,20,55,2
Air India,Kolkata,Banglore,2.0,11883,6,5,2019,5,50,23,15,25,17
Jet Airways,Banglore,Delhi,0.0,7229,9,4,2019,11,10,14,5,55,2
IndiGo,Delhi,Cochin,1.0,10958,18,5,2019,23,30,4,35,5,5
Vistara,Kolkata,Banglore,1.0,9187,21,5,2019,17,0,10,45,45,17
Jet Airways,Delhi,Cochin,2.0,13376,24,6,2019,14,35,12,35,0,22
Jet Airways,Kolkata,Banglore,1.0,13941,12,5,2019,8,25,19,50,25,11
Jet Airways,Kolkata,Banglore,1.0,12384,15,5,2019,9,35,18,0,25,8
IndiGo,Delhi,Cochin,1.0,5054,9,6,2019,7,35,12,10,35,4
Air India,Banglore,Delhi,0.0,4441,3,4,2019,6,10,8,55,45,2
Jet Airways,Delhi,Cochin,1.0,18581,24,6,2019,8,0,19,0,0,11
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,2019,20,35,7,40,5,11
Air India,Delhi,Cochin,1.0,7480,27,6,2019,12,30,9,25,55,20
IndiGo,Kolkata,Banglore,0.0,4778,1,3,2019,20,25,23,5,40,2
IndiGo,Chennai,Kolkata,0.0,3597,3,5,2019,19,35,21,55,20,2
IndiGo,Delhi,Cochin,1.0,7191,15,5,2019,7,30,21,0,30,13
Air India,Mumbai,Hyderabad,1.0,9535,6,3,2019,20,15,9,15,0,13
Jet Airways,Delhi,Cochin,2.0,15318,3,6,2019,20,0,4,25,25,8
Vistara,Kolkata,Banglore,1.0,8137,6,5,2019,7,10,9,5,55,25
IndiGo,Delhi,Cochin,1.0,7318,21,5,2019,8,30,21,0,30,12
SpiceJet,Mumbai,Hyderabad,0.0,2017,27,6,2019,13,15,14,45,30,1
Jet Airways,Banglore,Delhi,0.0,5769,24,6,2019,7,10,10,10,0,3
Air India,Mumbai,Hyderabad,0.0,3100,1,6,2019,6,20,7,40,20,1
Jet Airways,Delhi,Cochin,1.0,14714,1,6,2019,14,0,4,25,25,14
Air Asia,Delhi,Cochin,1.0,10794,9,6,2019,20,45,7,10,25,10
Air India,Delhi,Cochin,1.0,10454,15,6,2019,9,0,19,15,15,10
GoAir,Delhi,Cochin,1.0,5281,27,6,2019,7,0,12,55,55,5
Jet Airways,Mumbai,Hyderabad,0.0,3210,6,6,2019,19,35,21,5,30,1
Jet Airways,Delhi,Cochin,2.0,8834,21,3,2019,19,10,4,25,15,33
GoAir,Banglore,Delhi,0.0,3419,24,6,2019,20,55,23,40,45,2
Multiple carriers,Delhi,Cochin,1.0,10197,27,5,2019,3,50,12,35,45,8
Vistara,Kolkata,Banglore,1.0,8610,15,5,2019,20,20,20,20,0,24
Air India,Delhi,Cochin,2.0,9653,6,6,2019,16,40,19,15,35,26
Jet Airways,Delhi,Cochin,2.0,12604,21,3,2019,18,20,18,50,30,24
Multiple carriers,Delhi,Cochin,1.0,7198,12,6,2019,19,0,1,30,30,6
IndiGo,Mumbai,Hyderabad,0.0,4049,12,3,2019,6,20,7,45,25,1
Air India,Kolkata,Banglore,2.0,6117,6,5,2019,9,10,4,40,30,19
IndiGo,Kolkata,Banglore,0.0,4174,6,4,2019,20,20,22,55,35,2
Jet Airways,Delhi,Cochin,2.0,11992,6,6,2019,9,25,4,25,0,19
Jet Airways,Delhi,Cochin,1.0,14714,24,6,2019,14,0,19,0,0,5
SpiceJet,Kolkata,Banglore,0.0,4911,21,4,2019,22,20,0,40,20,2
Jet Airways,Delhi,Cochin,1.0,12373,9,5,2019,20,55,19,0,5,22
SpiceJet,Banglore,New Delhi,1.0,7139,21,3,2019,10,20,18,15,55,7
Air India,Delhi,Cochin,2.0,10975,18,5,2019,9,45,9,25,40,23
SpiceJet,Banglore,Delhi,0.0,3971,3,6,2019,9,30,12,20,50,2
Jet Airways,Delhi,Cochin,1.0,12898,21,5,2019,19,45,19,0,15,23
Air India,Kolkata,Banglore,2.0,10151,1,5,2019,12,0,7,55,55,19
Jet Airways,Kolkata,Banglore,1.0,10539,6,6,2019,9,35,18,0,25,8
GoAir,Delhi,Cochin,1.0,5135,6,4,2019,10,35,19,35,0,9
GoAir,Delhi,Cochin,1.0,7870,6,6,2019,14,25,19,35,10,5
Jet Airways,Kolkata,Banglore,1.0,10844,9,6,2019,6,30,19,50,20,13
Air India,Banglore,New Delhi,1.0,12127,12,3,2019,6,45,20,35,50,13
Air India,Mumbai,Hyderabad,0.0,3100,18,5,2019,13,55,15,25,30,1
Multiple carriers,Delhi,Cochin,1.0,6943,27,5,2019,15,0,1,30,30,10
Multiple carriers,Delhi,Cochin,1.0,6093,27,6,2019,7,10,16,10,0,9
IndiGo,Banglore,New Delhi,0.0,8855,3,3,2019,18,25,21,20,55,2
SpiceJet,Chennai,Kolkata,0.0,3597,18,6,2019,17,45,20,5,20,2
Jet Airways,Kolkata,Banglore,1.0,13731,24,5,2019,18,55,4,40,45,9
Jet Airways,Banglore,New Delhi,1.0,17261,6,3,2019,11,40,10,25,45,22
Jet Airways,Banglore,New Delhi,1.0,11087,12,3,2019,20,35,9,30,55,12
Air India,Kolkata,Banglore,2.0,13428,24,3,2019,7,0,1,20,20,18
IndiGo,Delhi,Cochin,1.0,5636,24,6,2019,2,0,7,25,25,5
Air India,Delhi,Cochin,0.0,5201,27,6,2019,5,10,8,0,50,2
Jet Airways,Delhi,Cochin,2.0,13014,9,6,2019,5,30,4,25,55,22
Air India,Kolkata,Banglore,2.0,11642,18,5,2019,16,50,5,35,45,12
SpiceJet,Banglore,Delhi,0.0,4319,15,4,2019,9,30,12,20,50,2
Multiple carriers,Delhi,Cochin,1.0,10877,24,6,2019,6,40,19,0,20,12
Jet Airways,Kolkata,Banglore,1.0,12121,24,5,2019,17,0,14,25,25,21
Jet Airways,Mumbai,Hyderabad,0.0,5678,1,5,2019,19,35,21,5,30,1
Jet Airways,Delhi,Cochin,2.0,13376,6,6,2019,6,45,4,25,40,21
Air India,Delhi,Cochin,1.0,8907,15,6,2019,13,30,23,0,30,9
Multiple carriers,Delhi,Cochin,1.0,11667,21,3,2019,8,0,18,50,50,10
IndiGo,Kolkata,Banglore,1.0,4864,9,5,2019,7,10,12,40,30,5
IndiGo,Kolkata,Banglore,0.0,4804,21,4,2019,20,20,22,55,35,2
IndiGo,Mumbai,Hyderabad,0.0,4049,27,5,2019,9,10,10,40,30,1
Air Asia,Kolkata,Banglore,0.0,4409,21,5,2019,9,45,12,15,30,2
SpiceJet,Kolkata,Banglore,0.0,3873,12,6,2019,6,55,9,30,35,2
IndiGo,Delhi,Cochin,0.0,5000,9,5,2019,5,35,8,50,15,3
Jet Airways,Delhi,Cochin,1.0,10262,15,6,2019,18,15,12,35,20,18
Air India,Kolkata,Banglore,3.0,13007,6,5,2019,7,0,10,30,30,27
Multiple carriers,Delhi,Cochin,1.0,15411,6,3,2019,7,30,18,50,20,11
SpiceJet,Kolkata,Banglore,0.0,3873,1,5,2019,6,55,9,30,35,2
Air India,Delhi,Cochin,2.0,10441,9,5,2019,5,0,19,15,15,38
IndiGo,Banglore,Delhi,0.0,3943,3,5,2019,6,5,8,50,45,2
Jet Airways,Mumbai,Hyderabad,0.0,3205,1,4,2019,10,20,11,50,30,1
IndiGo,Chennai,Kolkata,0.0,3384,21,3,2019,13,20,15,35,15,2
Multiple carriers,Delhi,Cochin,1.0,8099,27,6,2019,9,15,19,15,0,10
Air India,Mumbai,Hyderabad,0.0,3625,1,5,2019,13,55,15,25,30,1
Multiple carriers,Delhi,Cochin,1.0,12192,27,6,2019,8,0,19,0,0,11
Jet Airways,Delhi,Cochin,1.0,12373,18,5,2019,13,0,19,0,0,6
SpiceJet,Kolkata,Banglore,0.0,4148,21,3,2019,6,55,9,35,40,2
Air Asia,Kolkata,Banglore,0.0,4409,9,6,2019,19,55,22,25,30,2
Jet Airways,Kolkata,Banglore,1.0,13941,18,5,2019,20,0,4,40,40,8
Air Asia,Kolkata,Banglore,1.0,5162,12,5,2019,6,50,10,30,40,3
Air India,Banglore,New Delhi,1.0,4943,21,3,2019,8,15,23,10,55,14
IndiGo,Delhi,Cochin,1.0,8854,9,5,2019,9,15,1,30,15,16
IndiGo,Banglore,Delhi,0.0,4823,1,6,2019,7,10,10,5,55,2
Jet Airways,Delhi,Cochin,2.0,10368,12,6,2019,5,30,19,0,30,13
GoAir,Delhi,Cochin,1.0,9385,21,3,2019,7,0,12,50,50,5
SpiceJet,Chennai,Kolkata,0.0,3543,27,6,2019,9,45,12,0,15,2
Jet Airways,Delhi,Cochin,2.0,10929,21,3,2019,19,10,4,25,15,33
IndiGo,Delhi,Cochin,0.0,5021,3,4,2019,21,5,0,20,15,3
Air India,Delhi,Cochin,2.0,13486,15,5,2019,12,55,19,15,20,30
Vistara,Kolkata,Banglore,1.0,7927,12,6,2019,20,20,9,5,45,12
Air India,Kolkata,Banglore,1.0,10203,1,5,2019,10,0,20,25,25,10
Air India,Kolkata,Banglore,1.0,10203,9,5,2019,10,0,23,15,15,13
Jet Airways,Kolkata,Banglore,1.0,10844,6,6,2019,6,30,12,0,30,5
GoAir,Banglore,Delhi,0.0,6722,12,4,2019,7,45,10,40,55,2
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,2019,7,0,23,0,0,16
Vistara,Kolkata,Banglore,1.0,12102,24,3,2019,20,20,18,45,25,22
Vistara,Kolkata,Banglore,1.0,9187,18,5,2019,17,0,10,45,45,17
